artist,album,track,uri
Dillom,DUDADE,DUDADE,spotify:track:1mjHyr9e7uP0QisX3y7a6T
Ski Mask The Slump God,STOKELEY,Faucet Failure,spotify:track:1ThmUihH9dF8EV08ku5AXN
Outkast,Kiss R&B Digital Downloads,Hey Ya!,spotify:track:2oRQmJitqUIwovf3Ttg4sw
WOS,CARAVANA,CANGURO,spotify:track:2UAWYufVaO3EnUUNzl0ppO
Myke Towers,Si Se Da,Si Se Da,spotify:track:5KbBGUpIZd6gVFUU8tqYiQ
X Ambassadors,VHS,Unsteady,spotify:track:7lGKEWMXVWWTt3X71Bv44I
Taburete,Madame Ayahuasca,Me Voy,spotify:track:41YqUufbD4dC8eMsSHXqDj
Kali Uchis,Another day in America (with Ozuna),Another day in America (with Ozuna),spotify:track:0SRBovIdW5xMxuw7ZR9pHz
The Beach Boys,Surfin' USA,Surfin' U.S.A. - Remastered 2001,spotify:track:0wz1LjDb9ZNEYwOmDJ3Q4b
Shawn Mendes,Shawn Mendes,Mutual,spotify:track:0rrfXLr1p1yxsUy7LrKoYT
Nico Landa,El Amor Es un Accidente,Carla Bruni en Obera,spotify:track:622UfFpqMCUVOTSfxuM5xl
No Te Va Gustar,Venganza,Venganza,spotify:track:0QBMEboyu2DxFTKGbI5nl7
Dylan Fuentes,MENTE (with Tainy & Mau y Ricky),MENTE (with Tainy & Mau y Ricky),spotify:track:5OVYDbQP9pMKpF0ViSyMty
Izan Llunas,Luis Miguel La Serie (Soundtrack),No Me Puedes Dejar Así,spotify:track:6nEDSOTbtLlvGhm3lFalS3
Madison Beer,Good In Goodbye,Good In Goodbye,spotify:track:1GVF9369j7InydwGztCDIZ
Izan Llunas,Luis Miguel La Serie (Soundtrack),Decídete,spotify:track:5lRX73MHN130xWXV7p1tKe
Lonely God,Marlboro Nights,Marlboro Nights,spotify:track:755inykyaG4w22GWAsA3MX
Almendra,El 1er Álbum Más los Singles,Muchacha (Ojos de Papel),spotify:track:1SXzI5Rnid2ApgNQPmROLm
Lali,Brava,Una Na,spotify:track:02N1QgHlAaV8BWY3Mgc6lR
Patrick Doyle,Cinderella,Courage and Kindness,spotify:track:5Me06PVqNHVn0CRrquU11V
Benjamín Amadeo,Vida Lejana,Cómo,spotify:track:5LwquetNvRKfaxsWkBZcBX
Bars and Melody,Generation Z,Live Your Life,spotify:track:69vphEWcqtGGTXiJtVAOTC
Morat,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,Di Que No Te Vas,spotify:track:6rrn9gDdLNAnB97bhkTRfI
DaBaby,BLAME IT ON BABY,PRACTICE,spotify:track:4Z5FyQlevoHoa5FsIVKZju
Gavin James,Only Ticket Home,Cigarette Break,spotify:track:6N4giKsqtwFjeEc1alG68f
Camilo,Por Primera Vez,Favorito,spotify:track:0jT8Nl0shPS8115is0wD2Q
Jack Harlow,Sweet Action,I WANNA SEE SOME ASS (feat. jetsonmade),spotify:track:2aWVaW1p2kUc5yuKwBmRJi
Lil Nas X,HOLIDAY,HOLIDAY,spotify:track:6zFMeegAMYQo0mt8rXtrli
Random,Chiasso,Chiasso,spotify:track:4UJoAdTMnqxQHKWKLLQpvK
Grace VanderWaal,Just The Beginning,City Song,spotify:track:3BUnW43cyllWNWTPZxfcxZ
Bacilos,Grandes Exitos,Pasos de gigantes,spotify:track:1nFegzeHPJCyhM4ZRx6nSc
Arnau Griso,"Quiero, Quiero y Quiero","Quiero, Quiero y Quiero",spotify:track:1LyZX8u8DqVFULMViZUwcn
Selena Gomez,Wolves,Wolves,spotify:track:7EmGUiUaOSGDnUUQUDrOXC
Rauw Alejandro,Fantasias (Unplugged),Fantasias - Unplugged,spotify:track:6qqd7DGn2VXzxsR4k3Ycun
Papichamp,Papi Shampu,Papi Shampu,spotify:track:0o221VNm4azkzYYLtxDGgV
Khalid,Free Spirit,Hundred,spotify:track:0HEckRWFSknIupbGzavk5d
James Bay,Peer Pressure (feat. Julia Michaels),Peer Pressure (feat. Julia Michaels),spotify:track:4JWQC6gyYoPRnxRxk0ta2M
TINI,Muñecas,Muñecas,spotify:track:1PAvhqefivTNdxZ4u8RT1d
Papichamp,Combi Nueva,Combi Nueva,spotify:track:25YMD8Bf1CiQvAsYz5Bq0p
El Retutu,En Vivo en Pasión 2017,Hoy Volví A verte - En Vivo,spotify:track:2raqbAGJUgfAYmzmRKQTnN
Shawn Mendes,Shawn Mendes,When You're Ready,spotify:track:03vyB3AHCuEGfhh7wPc7Yf
Joaco Terán,Madre Tierra,Viviendo el Momento,spotify:track:5WVc74CkL90CewGGglImuQ
Morat,Antes De Los Veinte,Antes De Los Veinte,spotify:track:3I6eB0vl9crGd9u8axNTrp
Santos Cuneo,Get It On,Get It On,spotify:track:0RMumFdC5GSgg4hsUXnN9b
Fer Palacio,Bella Ciao,Bella Ciao,spotify:track:06DnNFQMEbBG7QtGwa0rvG
Gym Class Heroes,The Papercut Chronicles,Cupid's Chokehold / Breakfast in America,spotify:track:2Lhdl74nwwVGOE2Gv35QuK
James Arthur,YOU,Falling Like The Stars,spotify:track:395KzBy0bkb57dEvg6cfzJ
The Beatles,Please Please Me,Twist And Shout - Remastered,spotify:track:4Z1fbYp0HuxLBje4MOZcSD
Rex Orange County,Apricot Princess,Happiness,spotify:track:2rXVtoLBHuXcNB5DVfIc9p
Sebastian Yatra,MANTRA,En El Party,spotify:track:3huqVuLynDmAVWkDhY8dgI
Gaston Soffritti,Simona (Music from the TV Series),Molinos de viento,spotify:track:60jiDd9E2wjwa3rUjatStl
Khalid,Free Spirit,Twenty One,spotify:track:1NgCWYuBLfqBDA3b8MgSVU
Bars and Melody,Generation Z,Unconditional,spotify:track:2w6jWGurOy0Hrn3to23Ae3
Caztro,Ese No Sé Qué,Ese No Sé Qué,spotify:track:4aXeN5uyz4GuUVXoHygP6s
Pharrell Williams,Despicable Me 2 (Original Motion Picture Soundtrack),Happy,spotify:track:6NPVjNh8Jhru9xOmyQigds
China Anne McClain,Descendants 2,What's My Name,spotify:track:6hr58jjgkAH865kTng8p63
Eslabon Armado,Vibras de Noche,24 Horas,spotify:track:0T8lt51Lvj1OAj750PH6X9
The Script,Rain,Rain,spotify:track:6FemVsNUb2lzWsDRm14FUJ
Wisin,Victory,Move Your Body (feat. Timbaland & Bad Bunny),spotify:track:7ixSri6oiQ6QNcqFlDkptD
Piso 21,Ubuntu,Tiempo,spotify:track:1tMLejQ0YYI3igRBsnJeT9
Ziv Zaifman,The Greatest Showman (Original Motion Picture Soundtrack),A Million Dreams,spotify:track:0RoA7ObU6phWpqhlC9zH4Z
Shawn Mendes,Live At Madison Square Garden,Bad Reputation - Live,spotify:track:5AD7efI0aJmKYgZvF9m84z
Shawn Mendes,Shawn Mendes,Because I Had You,spotify:track:7hlhojpax9zg2FNdBLY5ox
The Vamps,Just My Type,Just My Type,spotify:track:33npucdtC2uQou2OM2KmRQ
Bruno Mars,Unorthodox Jukebox,Locked out of Heaven,spotify:track:3w3y8KPTfNeOKPiqUTakBh
Mariah Carey,Merry Christmas,All I Want for Christmas Is You,spotify:track:0bYg9bo50gSsH3LtXe2SQn
Oscu,Ahora,Ahora,spotify:track:5uHzp7pDABZ7fmAWgrJdbF
Ameritz Spanish Karaoke,Te Clavo La Sombrilla (In the Style of Cti Móvil) [Karaoke Version] - Single,Te Clavo la Sombrilla (In The Style Of Cti Móvil) [Karaoke Version],spotify:track:4TkC4CgVjl2Pry5Tp9nKhu
Bars and Melody,Generation Z,Not A Love Song,spotify:track:7qhIZYMeMZMR6aIY4nQt5T
Pitbull,Planet Pit (Deluxe Version),"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",spotify:track:4QNpBfC0zvjKqPJcyqBy9W
Sech,Que Mas Pues,Que Mas Pues - Remix,spotify:track:1k1CJlU1eAEpAbNK0TVeKD
Jeremy Zucker,glisten,better off,spotify:track:7bdYxWPCs46dQ0XLwySOyv
Benjamín Amadeo,Cómo (En Vivo),Cómo (En Vivo),spotify:track:3G5CvWSOsIbCk8mT0J6jm3
La Champions Liga,La Champions Liga (Esto se va para arriba),Tu sin mi,spotify:track:3bAPMuv5GrMsyJqb9nLSmP
Khalid,American Teen,Location,spotify:track:152lZdxL1OR0ZMW6KquMif
Maluma,23,23,spotify:track:6iHkZiRJcULoqasbboOgig
Sick Individuals,Hardwell On Air - Best Of January 2018,Never Say Never - Pherato Remix,spotify:track:74OsP5mtC1mb284m49ibQc
Wolty,Q.E.P.D,Q.E.P.D,spotify:track:0VaGR19qdoi0tf2EbTY3yN
J Balvin,Vibras,Cuando Tú Quieras,spotify:track:1tWpgH8rErSXPOkQKFCag9
Shawn Mendes,Illuminate,Honest,spotify:track:64GT5ReOko7xx6Nc7D8JsS
Ivy Adara,Rebels,Rebels,spotify:track:36qh3jgsWjKLDBTeBb3lWW
Polo G,Die A Legend,Pop Out (feat. Lil Tjay),spotify:track:6uFn47ACjqYkc0jADwEdj1
Khalid,Free Spirit,Intro,spotify:track:5BfMJ6iytQnu1r7iiCYSXe
Shawn Mendes,Shawn Mendes,Perfectly Wrong,spotify:track:0UTHr20nqVFMoji8xYE9yl
J Balvin,Vibras,En Mí (Interlude),spotify:track:1CU1MTRABcra8xqqT12jYq
Rich Music LTD,The Academy,Imaginate,spotify:track:29ShXDWDedEwZkYc8Du08N
Bizarrap,"Shakira: Bzrp Music Sessions, Vol. 53","Shakira: Bzrp Music Sessions, Vol. 53",spotify:track:4nrPB8O7Y7wsOCJdgXkthe
Spencer Lee,Teen Beach Movie,Meant to Be - Reprise 1,spotify:track:0oldkf8nfmAxnE4nVeHgOG
Why Don't We,8 Letters,Choose,spotify:track:0bSLDuIIIGla6l9C9DIXqP
Prince Paris,Hardwell On Air - Best Of January 2018,Glow,spotify:track:0zQkRs85BKAHax4WOSjXk2
La Ross Maria,Mi Regalo Mas Bonito,Mi Regalo Mas Bonito,spotify:track:3JgGutjAwNXGAxcXaqVgWe
Welinton Quiw,Pasé Por Tu Casa (Sesión Acústica),Pasé Por Tu Casa (Sesión Acústica),spotify:track:2jgs8obOpQODdjRk07LzlQ
Bars and Melody,143,Stay Strong,spotify:track:2HVcgoM7OmiDuQrfIrues1
Alexander 23,IDK You Yet,IDK You Yet,spotify:track:47EWMOElkkbMp5m9SBkx7d
$uicideboy$,Stop Staring At the Shadows,"...And to Those I Love, Thanks for Sticking Around",spotify:track:30QR0ndUdiiMQMA9g1PGCm
Bars and Melody,Generation Z,Faded,spotify:track:09rVMsPoIYUijNcMs0chGQ
Freya Ridings,Freya Ridings,Blackout,spotify:track:4G9riegFbyX3uBZhCACDQh
Maluma,Magia,Pasarla Bien,spotify:track:2FCK2nyKq0QXzIuWC88hVj
Bruno Mars,Doo-Wops & Hooligans,Talking to the Moon - Acoustic Piano,spotify:track:6YKT5HoPwjTwhHiCNQsBMK
Luciano Pereyra,Es Mi Culpa,Es Mi Culpa,spotify:track:6h4SYWP0uH7eINyfQ9SwqH
Maikel Delacalle,Super Mix Latino,Replay,spotify:track:5PsXRzaG9Ikrq10csItcAZ
Demi Lovato,Confident,Stone Cold,spotify:track:3ioJ2eGWcONEvna37MpsiE
Oriana Sabatini,Aliados,Ahora o Nunca,spotify:track:4maAZ4ZhPD4izQtL7lFlom
Nio Garcia,AM,AM,spotify:track:2dNhNlpZAtV4lwAFW45LIv
Alan Silvestri,The Bodyguard - Original Soundtrack Album,Theme From The Bodyguard,spotify:track:7pFzrCFu9rDXwpACjPM18q
PRETTYMUCH,Summer on You,Summer on You,spotify:track:07ipXN6CNTw34qwSYePKpg
The Kid LAROI,F*CK LOVE (SAVAGE),ERASE U,spotify:track:5AYFdu0Y60pOLAPDpAYONJ
Mac Miller,Swimming,Small Worlds,spotify:track:4gT3mNJA8lnlkYFqGZ8IA2
Grupo Betsaida,Con María ¡Si!,Dios Te Salve Maria,spotify:track:2rnVqSZxIWhBspqsJ7o6LB
Milky Chance,Blossom,Alive - Acoustic Version,spotify:track:0kGnpWmlN4zlxReMPrXDwE
Pilar Pascual,Go! Vive A Tu Manera (Soundtrack from the Netflix Original Series),Tonight,spotify:track:6aprTzcndS5ykpH9pKA0O3
Morat,Balas Perdidas,Yo No Merezco Volver,spotify:track:1uFl33ahAD59XrccuSxpkz
Ariana Grande,Sweetener,get well soon,spotify:track:7u6DMPznGbpziuEgCE0JGQ
Maluma,PB.DB. The Mixtape,La Temperatura (feat. Eli Palacios),spotify:track:1ozW81PO3FG5BOOx7k76kS
Shawn Mendes,Illuminate,Hold On,spotify:track:66P8MvPsqu5sN0UgzLYZrf
Sebastian Yatra,MANTRA,Traicionera - Remix,spotify:track:341wMisUIHkGCvq5e8ZcZv
Dove Cameron,Descendants 2,"Rather Be With You - From ""Descendants: Wicked World""",spotify:track:3nQ7VJ4j4d23xgzpTPQkNn
Lil Nas X,Old Town Road,Old Town Road (feat. Billy Ray Cyrus) - Remix,spotify:track:6u7jPi22kF8CTQ3rb9DHE7
Patrick Doyle,Cinderella,Life and Laughter,spotify:track:3Wx0EkW769fejH20KVSAfr
Cash Cash,All My Love (feat. Conor Maynard),All My Love (feat. Conor Maynard),spotify:track:1839RWzPRZCVgvamu4sHSN
Internet Money,B4 The Storm,"Lemonade (feat. Gunna, Don Toliver & NAV)",spotify:track:7hxHWCCAIIxFLCzvDgnQHX
Mike Bahía,Cuenta Conmigo (feat. Mozart La Para),Cuenta Conmigo (feat. Mozart La Para),spotify:track:3KvK89jd2onVdthF4hZNN4
David Guetta,Flames,Flames - Vladimir Cauchemar Remix,spotify:track:0QX6Q0zTj3HytMkcNbgWPm
Coro Pascua Joven San Isidro,Alimento que da vida,Con vos,spotify:track:03K8vuHB10eexSIsxO8iIW
Jhayco,CÓMO SE SIENTE,CÓMO SE SIENTE - Remix,spotify:track:2tFwfmceQa1Y6nRPhYbEtC
Fetty Wap,Fetty Wap,Trap Queen,spotify:track:5iNRPN7oYQvdB9AmeSW6d3
Forever in Your Mind,Your Favorite Songs from 100 Disney Channel Original Movies,DC Classics Medley,spotify:track:0exB22TmEl3roOVgelv5bj
Olivia Rodrigo,SOUR,"1 step forward, 3 steps back",spotify:track:4wcBRRpIfesgcyUtis7PEg
Patrick Doyle,Disney-Pixar All Time Favorites,"In Her Heart - From ""Brave"" / Soundtrack",spotify:track:3VqUOuIu1oeTxjHvWAXNj6
Mark Ronson,Find U Again (feat. Camila Cabello),Find U Again (feat. Camila Cabello),spotify:track:1HpzOCZbNWzxvvXfSGtSrX
Bars and Melody,It Ain't Me,It Ain't Me,spotify:track:0iaBpgGhxSjphge1MMi6mt
Coro Pascua Joven San Isidro,Alimento que da vida,A tanto amor,spotify:track:3cYCF0QsgH9vyS4NMj2iQk
Rauw Alejandro,VICE VERSA,Cúrame,spotify:track:3PwRuzdphgedcWVUOVYJ7I
Ehrling,You Say,You Say,spotify:track:6pEoCqHF6gSqgpwBR57RR1
Bizarrap,"Asan: Bzrp Music Sessions, Vol. 35","Asan: Bzrp Music Sessions, Vol. 35",spotify:track:5ZoYsrmeVPyJI4rhdBBJi1
Lynyrd Skynyrd,Second Helping,Sweet Home Alabama,spotify:track:7e89621JPkKaeDSTQ3avtg
Tommy Torres,FANTASÍA,Atado Entre Tus Manos,spotify:track:2apiCi7OVGRLn4N2cMAdKH
La Franela,Hacer Un Puente,Hacer un puente,spotify:track:18Q3WTfyWX1tdS1cp42NhA
The Kid LAROI,F*CK LOVE 3+: OVER YOU,BEST FOR ME,spotify:track:5TqyBpQregEG4VMK767HSB
Maluma,F.A.M.E.,How I Like It,spotify:track:65Vu1eyOopYOYVy40ticWh
Coro Pascua Joven San Isidro,Yo Me Entrego,Para Darlo a los Demás,spotify:track:3TBqr8hjqONayRn0xFtSFM
KAAZE,Hardwell On Air - Best Of January 2018,Black Sahara,spotify:track:736SC53LCOrUPtY59RoM9F
TINI,Fresa,Fresa,spotify:track:4BCPItsB94KDLuERZT3aNM
Nicky Jam,Jaleo,Jaleo,spotify:track:5qEDMy4lkVZ93et8y1VP99
Cauty,Lloras,Lloras - Remix,spotify:track:3FhiU60cxfN2j4jRy5Y40w
Morat,Balas Perdidas,Cuando Nadie Ve,spotify:track:71iAechwVKGu26pahzFL0k
Myke Towers,Easy Money Baby,Tú,spotify:track:7xX3wvvcZvxGCa06KlgTCp
Daddy Yankee,Shaky Shaky,Shaky Shaky,spotify:track:58IL315gMSTD37DOZPJ2hf
Pop Smoke,Shoot For The Stars Aim For The Moon,For The Night (feat. Lil Baby & DaBaby),spotify:track:0PvFJmanyNQMseIFrU708S
Pala,Ponme,Ponme,spotify:track:38U8dbAhadvm7Afy3o38G5
Ciro y los Persas,Qué Placer Verte Otra Vez (Ferro 2014 en Vivo),Héroes de Malvinas (Después - Ferro 2014 en Vivo),spotify:track:5hX1FQHqsq2gvS3P5RRkS7
David Guetta,Don't Leave Me Alone (feat. Anne-Marie),Don't Leave Me Alone (feat. Anne-Marie),spotify:track:2lYTJK94hb0fd1LQtb6Dhk
Sebastian Yatra,TBT,TBT,spotify:track:4s45VgkknMFkdiGoUcjxQU
Maria Becerra,LA NENA DE ARGENTINA,DESAFIANDO EL DESTINO,spotify:track:4rBQxFVwTnf99p818azSon
Camila Cabello,Camila,Never Be the Same - Radio Edit,spotify:track:0sVgOxAOOAj0K8PdFEGhrR
Grace VanderWaal,Perfectly Imperfect,Clay,spotify:track:78BX7MEzHfu2v94eVq1vGJ
Kidd Keo,Rockport Espacial,Ma Vie (feat. Yay),spotify:track:6UU24wuWgGwuSBAxDH866Z
Bars and Melody,Generation Z,Fast Car,spotify:track:3jzEQ2B218GrbyCq0sZUoM
La Champions Liga,Somos Nosotros,Tu Sin Mi,spotify:track:0Emn4SJi0WQ3G2KGGNcPdg
Jack Johnson,In Between Dreams,Banana Pancakes,spotify:track:0BgbobvykXxEvxo2HhCuvM
Shawn Mendes,Illuminate,Like This,spotify:track:3Qwd9wK176KgmorU7fCW6S
Los Nota Lokos,Soltera Vá,Soltera Vá,spotify:track:0ueg5iK0wyh5EgHvtIz4qL
Khalid,American Teen,Saved,spotify:track:248OFOZef6ShXv6DGgbnxU
Shawn Mendes,Live At Madison Square Garden,I Don't Even Know Your Name / Aftertaste / Kid In Love / I Want You Back - Live Medley,spotify:track:65J3rDKoOPoNSk6NxLyGj4
TINI,TINI TINI TINI,Acércate,spotify:track:0iMa8G7ODf8szyruUYtnz1
Alec Benjamin,Narrated For You,If We Have Each Other,spotify:track:7pT6WSg4PCt4mr5ZFyUfsF
Frijo,"Like Boss (Remix) (feat. Duki, Bizarrap, Akapellah, Moonkey, Polima Westcoast, Santoz, Zanto)","Like Boss - Remix (feat. Duki, Bizarrap, Akapellah, Polima Westcoast, Moonkey, Zanto, Santoz)",spotify:track:2H2pkZBzWDX2TzGW7sp014
Daniel Schulz,Turn Back Time,Turn Back Time,spotify:track:4KnnWpUyPfQD6X5SQSTlH3
Miley Cyrus,Younger Now,Younger Now,spotify:track:2fGxYYMQbVqgIdaqfz2OwA
Sebastian Yatra,FANTASÍA,Respiro,spotify:track:7xliurYoa731JMXQYdd0Ok
Years & Years,Communion,King,spotify:track:3AeicLnm55RqcXGBKYQolM
Paulina Rubio,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,Mi Nuevo Vicio,spotify:track:6viV5D98jEDo68FC8HWWFC
Tiago PZK,Házmelo,Házmelo,spotify:track:4uiFw0YvHosZT3qRf1QAvs
Morat,Balas Perdidas,Otras Se Pierden,spotify:track:3SvbcJH2seu1zs0PMjPS6F
Mau y Ricky,"Bota Fuego (feat. Dímelo Flow, Justin Quiles & Lenny Tavárez)","Bota Fuego (feat. Dímelo Flow, Justin Quiles & Lenny Tavárez) - Remix",spotify:track:4MxYiw28F30NGOaTZ1ySqd
Benjamín Amadeo,Vida Lejana,Perdí la Cuenta,spotify:track:6yLX8OirlLMy7KmEm8xEdh
Years & Years,Palo Santo,Sanctify,spotify:track:6vTCTLxLrcJ3MUSouFW6op
Jaymes Young,Happiest Year,Happiest Year,spotify:track:5kcvBnt6DPX3AMEsCx1qDh
Sarah McLachlan,Toy Story 2 Original Soundtrack,When She Loved Me,spotify:track:50o8QmrUrzQRbdyfpx5Lez
Christian Leave,Use Somebody,Use Somebody,spotify:track:6dJ8LduGul7DWFOn5ja34V
Noah Kahan,Fine,Fine,spotify:track:2elxgOyiNPM0QYjixON7cn
Shawn Mendes,Live At Madison Square Garden,Don't Be A Fool - Live,spotify:track:6zanFFQdHko2cV8gQfaAL4
WOS,CARAVANA,MELÓN VINO,spotify:track:5uHAzGa4d9j35DEbhUwGhi
Maluma,Qué Pena,Qué Pena,spotify:track:5099x34vBakWpGkHourFxP
Sandro Cavazza,Used To,Used To,spotify:track:24qOlCdUSSU6ungmY6fZmi
The Wombats,"Proudly Present... A Guide to Love, Loss & Desperation",Kill the Director,spotify:track:1tF1J2fK1F9iQ8UUD1Iai5
Sebastian Yatra,FANTASÍA,Cristina,spotify:track:703iVQrfbQsXt7Uzgy1h8k
Bars and Melody,143,Complicated,spotify:track:44dKnQdajXTe2fM7eGTCMJ
Piso 21,Piso 21,Déjame,spotify:track:19nW2OGltMU6cVpJ5aImAb
Axel,Tus Ojos Mis Ojos (Edición Deluxe),Afinidad,spotify:track:5JwVlX4sjPHnQRiccP3tS4
Rauw Alejandro,Tattoo,Tattoo,spotify:track:7na7Bk98usp84FaOJFPv3d
Hugh Jackman,The Greatest Showman (Original Motion Picture Soundtrack),Come Alive,spotify:track:5xNUR50KxswPRAvx7S163g
MC Kevinho,O Bebê,O Bebê,spotify:track:51HrDv54pSe1IqynORNXBd
Morat,Amor Con Hielo,Amor Con Hielo,spotify:track:3gAKq8qx96veJ9Do7H9rBG
James TW,Soldier,Soldier,spotify:track:0P7hldeLJsslU345SbZi5R
Forever in Your Mind,Let Go,Let Go,spotify:track:2vyVHMxbHxI3luQOjW3RmV
Shawn Mendes,Illuminate,No Promises,spotify:track:6eUouFqCAodbsNRlndqHb2
Wolfine,Bella (Remix),Bella - Remix,spotify:track:0SKhd6uBssOAqEvlLuUr3s
Jacob Sartorius,The Last Text EP,Jordans,spotify:track:2DqPJuAzhqQ4sVQdRVhK0F
Harry Styles,Harry Styles,Two Ghosts,spotify:track:4B1rpPmQXwj78wk6aIGwwU
Grace VanderWaal,Perfectly Imperfect,Gossip Girl,spotify:track:50PzsFjhABlOUVBj87bQhx
Benjamín Amadeo,Vida Lejana,Ya No Hay Más,spotify:track:1FDPH0ikAdZIRksGaD17QP
WOS,Fms Final Nacional Argentina,Fms Final Personajes - Live,spotify:track:7f8ctslVeoB2RAhhnMhHlU
WOS,CANGURO,CANGURO,spotify:track:4wyNKAZe82BNlp2lHiR1FX
El Reja,No Es Tan Fácil,Soltero Hasta la Tumba,spotify:track:6JtV50W4szsOD04QREQgXk
Noah Kahan,Come Down,Come Down,spotify:track:4QjtXlzepoVp3YXMvwxyyr
Ashley Singh,Keep Me,Keep Me - Acoustic,spotify:track:1ayOMuDEULRqZ4QYVwSNV7
Sebastian Yatra,MANTRA,Por Perro,spotify:track:2alIsNw1mqEShbWyO1HXZZ
Noah Kahan,Busyhead,False Confidence,spotify:track:7nDFTHHwfe32a8qdp9XqPy
Shawn Mendes,Illuminate,Bad Reputation,spotify:track:3SBAb63Bjv98ZqfAvP9aK8
De La Calle,Puti Short,Puti Short,spotify:track:1KTnaTJgCt0F3WwMNjL5T6
Zeballos,Por Si Mañana,Eclipse,spotify:track:2YqdfLhtJKoXQQLwy4nvqd
Jacob,Wanna Be Like You,Wanna Be Like You,spotify:track:09b6C53UTT6VQpG6HViEXF
Dura DJ,Pobre Diabla,Pobre Diabla,spotify:track:1s8AwDgiOUU71lZETrbL1g
John Mayer,Continuum,Slow Dancing in a Burning Room,spotify:track:2jdAk8ATWIL3dwT47XpRfu
Milky Chance,Blossom,Bad Things,spotify:track:3ryeWcVpVuweKdOZILENPW
Måneskin,Chosen,Beggin',spotify:track:3Wrjm47oTz2sjIgck11l5e
Khalid,American Teen,Young Dumb & Broke,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY
Luciano Pereyra,Enséñame A Vivir Sin Ti,Enséñame A Vivir Sin Ti,spotify:track:4JDv2KEhDE5Ud9JEMEdjmV
Maluma,F.A.M.E.,Mi Declaración (feat. Timbaland & Sid),spotify:track:7EzdQnopwog0YWUoRBEowX
Years & Years,Palo Santo,Preacher,spotify:track:2maL3doGPlzMJxvkglaJ6K
Céline Dion,Falling Into You,All By Myself,spotify:track:20EpQjfV7B4ZQJkIdHO1Tw
Rels B,lo que hay x aquí,lo que hay x aquí,spotify:track:5IlLm20JXhKbMtsH20NblC
Piso 21,Piso 21,Moriría,spotify:track:3UZdvX5xlT8rH74ThXh2h0
Sech,42,Wao,spotify:track:2B4nQ6yvVVBMqfgOrYtubb
Katelyn Tarver,Tired Eyes,You Don't Know,spotify:track:2BlM00LsKY0pFKEChrQa9Y
China Anne McClain,Descendants 2,Poor Unfortunate Souls,spotify:track:5X2HmjtvNLSxmw0uGDeymk
Nelly Furtado,Pop Nostalgia,Promiscuous,spotify:track:5eJD919nuYwUEhumI8cUiH
La Champions Liga,Primer Tiempo,La Que Sufrira,spotify:track:2DUL9rHZFF5Bt9sKYqCSsS
Romeo Santos,Golden,Bella y Sensual,spotify:track:0ERbK7qVqveCaBWIiYCrl3
Years & Years,Palo Santo,Here,spotify:track:7oaRPCtEpYH0cePUEuJzLa
Dylan Jordan,LILY,LILY,spotify:track:5EEkx4Ovr8X00v9dios63X
Renata Toscano,Go! Vive A Tu Manera (Soundtrack from the Netflix Original Series),See You,spotify:track:7BGjM1IVYNxBm8NdXWwDfn
Luciano Pereyra,Te Estás Enamorando de Mí,Te Estás Enamorando de Mí,spotify:track:0VKNy1fBPb3ZcMJE3v17VF
Glenn Travis,Feel My Love,Feel My Love,spotify:track:6P415bdEuyzdqSp8BHvQ6Z
Residente,Bellacoso,Bellacoso,spotify:track:1kMUGCt7XLDc5Q64Vl0H8S
Nicki Nicole,Me Has Dejado,Me Has Dejado,spotify:track:6ojA83SXbJ5BKpJucn3j6R
El Taiger,Blychy,La Guariconfianza,spotify:track:234PYuEChhjwv4GeT12pap
NF,Perception,Let You Down,spotify:track:52okn5MNA47tk87PeZJLEL
Tate McRae,Teenage Mind,Teenage Mind,spotify:track:70vdb3Nf9sUaOax5c6phOT
DJ Yayo,Esa Mami,Esa Mami,spotify:track:7M3ERUXyBIdEbqwUGFgCzO
Grace VanderWaal,Just The Beginning,Moonlight,spotify:track:4XrvRf68c9H4orZZ9KoldQ
Rex Orange County,Pony,Pluto Projector,spotify:track:4EWBhKf1fOFnyMtUzACXEc
Bars and Melody,Generation Z,Allergic to the Sun,spotify:track:1en3Fy6Ntn6s1OQJCMd7ll
Jules LeBlanc,Birds of a Feather (feat. Brooke Butler & Hayden Summerall),Birds of a Feather (feat. Brooke Butler & Hayden Summerall),spotify:track:6xoq9euzD1Ttt1mIUkzV0w
Alessia Cara,Know-It-All,Scars To Your Beautiful,spotify:track:42ydLwx4i5V49RXHOozJZq
Juice WRLD,Legends Never Die,Hate The Other Side (with Marshmello & The Kid Laroi),spotify:track:0ada5XsQGLPUVbmTCkAP49
Post Malone,beerbongs & bentleys,Candy Paint,spotify:track:32lItqlMi4LBhb4k0BaSaC
Conan Gray,People Watching,People Watching,spotify:track:4JeOesjcWWlprTAvucDSJX
Bruno Mars,Doo-Wops & Hooligans,The Other Side (feat. CeeLo Green and B.o.B),spotify:track:78Z199FfQHt4VpnJzlYaIe
Calum Scott,Only Human,Dancing On My Own,spotify:track:2BOqDYLOJBiMOXShCV1neZ
Billy Joel,The Essential Billy Joel,Piano Man,spotify:track:3FCto7hnn1shUyZL42YgfO
